age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,previous,poutcome,Target,age_group
32,3,1,0,0,727,0,0,0,68,4,0,3,0,2
54,9,1,1,0,1349,0,0,1,697,6,0,3,0,7
58,1,1,1,0,1894,0,0,0,153,6,0,3,0,8
31,3,1,0,0,0,1,0,0,57,7,0,3,0,2
32,9,1,1,0,3275,0,0,0,326,4,0,3,0,2
44,4,0,2,0,935,0,0,0,70,5,0,3,0,5
46,4,0,2,0,1297,0,0,0,716,3,0,3,1,5
32,4,1,2,0,312,0,0,0,67,4,0,3,0,2
45,1,1,1,0,115,0,0,0,209,4,0,3,0,5
38,4,2,1,0,399,1,0,0,367,4,0,3,0,4
52,1,1,0,0,2569,0,0,0,258,5,0,3,0,6
32,9,2,1,0,3297,0,0,0,99,2,0,3,0,2
56,7,1,1,0,750,0,1,0,92,3,0,3,0,7
35,4,1,2,0,337,0,0,0,177,5,0,3,0,3
54,9,0,1,0,221,0,0,0,413,2,0,3,0,7
31,9,2,1,0,388,0,0,0,144,2,0,3,0,2
45,4,1,2,0,0,0,0,0,102,4,0,3,0,5
41,3,1,1,0,13,0,0,0,155,4,0,3,0,4
34,9,1,2,0,116,0,0,0,145,2,0,3,0,3
39,4,1,2,0,380,0,0,0,77,4,0,3,0,4
46,9,1,1,0,6086,0,0,0,210,2,0,3,0,5
34,9,1,1,0,50,0,0,0,106,3,0,3,0,3
49,2,1,1,0,348,0,0,0,105,2,0,3,0,6
32,9,1,1,0,212,1,0,0,98,2,0,3,0,2
35,4,1,2,0,106,0,1,0,588,2,0,3,0,3
53,4,1,2,0,618,0,0,0,73,2,0,3,0,7
36,4,2,2,0,553,0,0,0,106,2,0,3,0,3
49,1,1,0,0,-232,0,1,0,106,2,0,3,0,6
32,6,1,2,0,1214,0,0,0,104,2,0,3,0,2
39,9,0,1,0,454,0,0,0,73,2,0,3,0,4
46,3,0,0,0,41,0,0,0,100,2,0,3,0,5
38,4,1,2,0,1440,0,0,0,111,2,0,3,0,4
57,4,1,2,0,2416,0,0,0,74,2,0,3,0,7
44,9,1,1,0,5163,0,0,0,48,2,0,3,0,5
31,9,1,2,0,1496,1,0,0,303,2,0,3,0,2
51,4,1,2,0,385,0,0,0,39,2,0,3,0,6
56,4,1,2,0,705,0,1,0,86,2,0,3,0,7
52,0,1,1,0,347,0,0,0,217,2,0,3,0,6
35,9,2,2,0,2277,0,1,0,55,2,0,3,0,3
47,4,1,2,0,838,0,0,0,72,3,0,3,0,5
30,9,1,1,0,274,1,1,0,97,2,0,3,0,2
42,4,1,2,0,687,0,0,0,667,2,0,3,0,4
38,4,1,2,0,1100,0,1,0,347,2,0,3,0,4
48,1,1,3,0,617,1,0,0,33,2,0,3,0,6
45,11,1,3,0,356,0,0,0,212,2,0,3,0,5
46,4,1,2,0,5108,0,0,0,165,4,0,3,0,5
48,1,1,0,0,476,0,0,0,856,3,0,3,1,6
34,4,0,2,0,4231,1,0,0,382,2,0,3,0,3
31,4,1,2,0,0,0,0,0,84,2,0,3,0,2
55,4,1,2,0,161,0,0,0,226,2,0,3,0,7
34,9,1,1,0,268,0,0,0,47,4,0,3,0,3
39,3,1,0,0,13338,0,0,0,103,4,0,3,0,4
32,9,2,1,0,321,1,0,0,156,2,0,3,0,2
35,9,2,1,0,14,0,0,0,113,2,0,3,0,3
53,4,1,2,0,657,0,0,0,147,2,0,3,0,7
36,4,1,2,0,9,0,0,0,386,4,0,3,1,3
54,5,1,1,0,2950,0,0,0,45,2,0,3,0,7
33,9,1,2,0,8408,0,0,0,121,2,0,3,0,3
55,9,1,1,0,462,0,0,0,116,2,0,3,0,7
30,2,1,2,0,5,0,0,0,126,2,0,3,0,2
30,8,2,2,0,7513,0,0,0,269,2,0,3,0,2
60,5,1,0,0,115,0,0,0,82,2,0,3,0,8
33,4,0,2,0,348,0,0,0,71,2,0,3,0,3
39,9,1,1,0,394,0,0,0,218,2,0,3,0,4
43,7,1,2,0,2764,0,0,0,270,2,0,3,0,5
39,9,1,1,0,-112,0,1,0,187,2,0,3,0,4
31,4,2,2,0,319,1,0,0,565,2,0,3,0,2
58,3,0,0,0,3568,0,0,0,226,2,0,3,0,8
56,9,1,1,0,944,0,0,0,172,4,0,3,0,7
35,9,2,1,0,2,0,0,0,239,4,0,3,0,3
45,9,1,1,0,1410,0,0,0,71,2,0,3,0,5
48,1,1,0,0,3886,0,0,0,297,2,0,3,0,6
56,1,1,1,0,2750,0,0,0,115,2,0,3,0,7
32,4,0,2,0,787,1,0,0,72,2,0,3,0,2
32,4,2,1,0,67,0,0,0,55,2,0,3,0,2
56,5,1,1,0,646,0,0,0,164,2,0,3,0,7
44,9,1,1,0,1879,1,0,0,88,4,0,3,0,5
31,4,2,2,0,98,0,0,0,69,2,0,3,0,2
37,9,1,1,0,3043,0,0,0,123,4,0,3,0,3
46,9,1,2,0,405,0,0,0,138,3,0,3,0,5
45,9,1,1,0,1395,1,0,0,243,4,0,3,0,5
30,9,1,2,0,564,1,0,0,166,2,0,3,0,2
27,0,1,2,0,174,1,1,0,82,2,0,3,0,1
60,4,1,2,0,371,0,1,0,102,8,0,3,0,8
52,1,1,0,0,0,0,0,0,179,4,0,3,0,6
36,4,2,2,0,0,0,0,0,108,2,0,3,0,3
30,9,2,1,0,44,0,0,0,187,2,0,3,0,2
39,9,1,2,0,-276,0,1,0,121,4,0,3,0,4
50,1,1,0,0,2167,0,0,0,123,2,0,3,0,6
31,4,2,2,0,69,0,0,0,257,2,0,3,0,2
37,4,2,2,0,340,0,0,0,90,4,0,3,0,3
40,4,0,2,0,99,0,0,0,275,2,0,3,0,4
33,4,1,2,0,644,0,0,0,99,2,0,3,0,3
58,11,1,0,0,15,0,0,0,57,2,0,3,0,8
30,4,2,1,0,0,0,0,0,101,5,0,3,0,2
34,4,1,2,0,5665,0,0,0,72,4,0,3,0,3
59,5,1,2,0,3843,0,0,0,104,4,0,3,0,8
55,9,1,1,0,756,0,0,0,210,3,0,3,0,7
30,9,2,2,0,699,1,0,0,213,4,0,3,0,2
30,4,1,2,0,131,1,0,0,384,6,0,3,1,2
58,5,1,3,0,0,0,0,0,273,2,0,3,0,8
32,4,2,2,0,11797,1,0,0,95,2,0,3,0,2
31,9,2,1,0,7567,0,0,0,70,2,0,3,0,2
50,1,1,1,0,235,0,0,0,71,2,0,3,0,6
31,9,2,2,0,1463,0,0,0,97,2,0,3,0,2
33,3,1,0,0,0,0,0,0,237,2,0,3,0,3
34,9,2,2,0,370,0,0,0,116,2,0,3,0,3
31,9,2,2,0,614,0,0,0,72,4,0,3,0,2
46,6,1,2,0,2421,0,0,0,170,4,0,3,0,5
30,4,2,2,0,2123,0,0,0,217,2,0,3,0,2
35,4,2,2,0,361,1,0,0,169,2,0,3,0,3
49,7,1,1,0,112,0,0,0,97,2,0,3,0,6
45,1,1,0,0,0,0,0,0,79,6,0,3,0,5
31,4,2,2,0,15,0,0,0,119,2,0,3,0,2
35,9,2,2,0,272,0,0,0,86,2,0,3,0,3
54,4,1,2,0,500,1,0,0,56,4,0,3,0,7
42,9,1,1,0,5455,0,0,0,149,4,0,3,0,4
34,9,2,1,0,1763,0,0,0,246,2,0,3,0,3
43,4,2,2,0,0,0,0,0,155,2,0,3,0,5
46,9,0,1,1,-11,0,0,0,139,2,0,3,0,5
43,9,0,1,0,159,0,0,0,160,2,0,3,0,5
47,1,1,0,0,4520,0,0,0,356,2,0,3,0,5
31,4,2,2,0,448,1,0,0,135,2,0,3,0,2
32,9,1,1,0,3184,1,0,0,135,2,0,3,0,2
35,9,1,1,0,0,0,0,0,309,2,0,3,0,3
46,6,1,1,0,942,0,0,0,53,4,0,3,0,5
59,5,1,1,0,997,0,1,0,250,4,0,3,0,8
30,4,2,2,0,4889,0,0,0,545,2,0,3,1,2
34,9,0,1,0,259,0,0,0,316,2,0,3,0,3
53,7,1,1,0,1242,0,0,0,168,2,0,3,0,7
59,4,1,2,0,518,0,0,0,230,2,0,3,0,8
46,1,1,3,0,209,0,0,0,72,2,0,3,0,5
35,11,1,2,0,1260,0,0,0,204,9,0,3,0,3
43,9,0,1,0,1532,0,0,0,61,2,0,3,0,5
45,9,1,2,0,1780,0,0,0,52,4,0,3,0,5
36,4,1,2,0,-2,0,0,0,242,2,0,3,0,3
30,9,2,1,0,54,0,0,0,194,2,0,3,0,2
34,4,2,2,0,-292,1,0,0,111,2,0,3,0,3
42,3,1,0,0,-209,0,1,0,90,2,0,3,0,4
60,5,1,1,0,1210,0,0,0,231,2,0,3,0,8
52,11,1,0,0,5521,0,0,0,126,4,0,3,0,6
45,1,1,0,0,2388,0,0,0,317,2,0,3,0,5
33,9,1,1,0,3470,0,0,0,285,2,0,3,0,3
40,4,0,1,0,1148,1,0,0,105,2,0,3,0,4
41,9,2,1,0,214,0,0,0,228,2,0,3,0,4
33,4,1,2,0,901,0,0,0,76,2,0,3,0,3
34,9,1,1,0,1569,0,0,0,149,2,0,3,0,3
34,4,1,2,0,0,0,0,0,331,2,0,3,0,3
39,4,1,2,0,246,0,0,0,86,2,0,3,0,4
46,0,1,1,0,1804,0,0,0,80,2,0,3,0,5
43,9,1,1,0,7876,1,0,0,209,2,0,3,0,5
33,4,2,2,0,1120,0,0,0,1070,2,0,3,1,3
57,3,1,0,0,2785,0,0,0,610,4,0,3,1,7
32,3,1,2,0,834,0,0,0,144,2,0,3,0,2
31,9,2,2,0,3194,0,0,0,140,2,0,3,0,2
30,9,1,1,0,671,0,0,0,96,2,0,3,0,2
46,9,1,1,0,159,0,1,0,139,4,0,3,0,5
49,6,1,2,0,23917,0,0,0,51,4,0,3,0,6
60,4,2,2,0,2190,0,0,0,601,2,0,3,0,8
60,5,1,1,0,-240,0,0,0,152,6,0,3,0,8
33,4,2,2,0,0,0,0,0,699,7,0,3,1,3
32,0,1,1,0,344,1,1,0,255,15,0,3,0,2
35,9,1,2,0,416,0,0,0,591,4,0,3,0,3
59,1,1,0,0,754,0,0,0,225,4,0,3,0,8
30,9,1,2,0,1045,0,0,0,65,4,0,3,0,2
47,1,1,0,0,4040,0,0,0,53,5,0,3,0,5
53,3,1,0,0,1869,0,0,0,102,4,0,3,0,7
41,9,0,2,0,3465,1,0,0,389,4,0,3,0,4
45,1,1,1,0,751,0,0,0,176,4,0,3,0,5
35,4,1,2,0,43,0,0,0,917,4,0,3,1,3
32,10,1,2,0,1364,0,0,0,104,4,0,3,0,2
34,4,1,2,0,1666,0,0,0,36,4,0,3,0,3
60,5,1,0,0,172,0,0,0,247,4,0,3,0,8
48,1,1,3,0,113,0,0,0,104,13,0,3,0,6
41,4,0,2,0,4495,1,0,0,55,5,0,3,0,4
30,9,2,1,0,3096,1,0,0,272,4,0,3,0,2
40,3,1,1,0,116,0,0,0,1099,4,0,3,0,4
37,0,1,2,0,801,0,0,0,331,7,0,3,0,3
33,4,1,2,0,540,0,0,0,79,4,0,3,0,3
45,9,1,2,0,548,0,0,0,108,4,0,3,0,5
56,3,1,3,0,1780,0,0,0,111,2,0,3,0,7
46,4,2,2,0,379,0,0,0,83,6,0,3,0,5
46,1,1,3,0,8,0,0,0,79,6,0,3,0,5
51,9,0,1,0,0,0,0,0,177,2,0,3,0,6
36,4,2,2,0,4123,0,0,0,146,2,0,3,0,3
33,4,1,2,0,752,1,0,0,104,4,0,3,0,3
49,9,0,2,0,917,0,0,0,165,6,0,3,0,6
34,2,1,1,0,223,0,1,0,103,6,0,3,0,3
33,9,0,1,0,370,1,0,0,145,4,0,3,0,3
57,1,1,0,0,856,0,0,0,194,6,0,3,0,7
34,9,1,2,0,0,0,0,0,68,4,0,3,0,3
55,3,1,0,0,578,0,0,0,189,2,0,3,0,7
39,4,1,1,0,11835,1,0,0,744,2,0,3,1,4
59,5,1,1,0,1980,0,0,0,185,2,0,3,0,8
32,9,2,2,0,300,0,0,0,163,2,0,3,0,2
53,4,1,2,0,0,0,0,0,608,2,0,3,1,7
36,4,2,2,0,741,0,0,0,214,2,0,3,0,3
31,4,0,2,0,416,0,0,0,33,2,0,3,0,2
46,9,0,1,0,256,0,0,0,105,2,0,3,0,5
58,4,1,2,0,889,0,0,0,121,2,0,3,0,8
50,7,1,1,0,1,0,0,1,80,10,0,3,0,6
46,7,1,1,0,2703,0,0,0,211,6,0,3,0,5
58,5,1,0,0,0,0,0,0,566,2,0,3,0,8
31,4,2,2,0,498,0,0,0,182,2,0,3,0,2
49,7,1,1,0,653,0,0,0,317,2,0,3,0,6
30,4,1,2,0,2960,0,0,0,370,4,0,3,0,2
37,4,2,1,0,24,1,1,0,232,4,0,3,0,3
59,7,1,1,0,108,0,0,0,120,4,0,3,0,8
43,9,1,1,0,3723,1,0,0,134,4,0,3,0,5
38,9,0,1,0,410,0,0,0,63,6,0,3,0,4
55,9,2,1,0,149,1,0,0,103,15,0,3,0,7
30,4,2,2,0,725,0,0,0,69,4,0,3,0,2
39,4,1,1,0,215,0,0,0,1141,4,0,3,1,4
33,4,1,2,0,299,0,0,0,378,4,0,3,0,3
48,1,1,1,0,794,0,0,0,135,6,0,3,0,6
41,4,1,1,0,456,1,0,0,734,4,0,3,1,4
41,9,2,1,0,134,0,1,0,153,4,0,3,0,4
53,6,1,2,0,217,0,0,0,121,5,0,3,0,7
47,9,1,2,0,1127,0,0,0,133,6,0,3,0,5
55,1,1,0,0,1512,0,0,0,262,4,0,3,0,7
32,4,2,1,0,2018,0,0,0,1238,1,0,3,1,2
36,3,2,1,0,28,0,1,0,149,2,0,3,0,3
32,9,1,1,0,999,0,0,0,382,3,0,3,0,2
40,9,1,1,1,32,1,0,0,55,4,0,3,0,4
34,4,2,2,0,421,0,0,0,383,3,0,3,0,3
37,9,1,2,1,-681,1,1,0,280,3,0,3,0,3
34,4,1,2,0,1273,0,0,2,93,2,0,3,0,3
32,4,1,2,0,713,1,0,0,76,7,0,3,0,2
35,4,1,2,0,569,0,0,0,121,3,0,3,0,3
38,6,2,2,0,982,0,0,0,176,3,0,3,0,4
37,4,1,2,0,0,0,0,0,187,4,0,3,0,3
53,4,0,1,0,112,0,1,0,246,3,0,3,0,7
57,5,1,1,0,13834,0,0,0,107,1,0,3,0,7
48,9,0,1,0,353,0,0,0,132,1,0,3,0,6
35,9,1,2,0,22,0,0,0,109,1,0,3,0,3
30,4,2,2,0,1191,0,0,0,381,4,0,3,0,2
31,4,1,2,0,4945,0,0,0,445,1,0,3,0,2
40,9,1,1,0,4186,0,0,0,129,1,0,3,0,4
47,7,1,0,0,206,0,0,0,71,3,0,3,0,5
35,9,1,1,0,289,1,0,0,80,10,0,3,0,3
31,4,1,1,0,0,0,0,0,720,1,0,3,1,2
35,4,2,2,1,-1980,1,1,0,227,1,0,3,0,3
30,9,2,2,0,2784,0,0,0,161,1,0,3,0,2
42,4,1,2,0,187,0,0,0,64,1,0,3,0,4
32,9,2,2,0,741,1,0,0,238,1,0,3,0,2
45,0,1,1,0,111,1,0,0,173,1,0,3,0,5
33,9,1,1,0,1166,0,0,0,90,3,0,3,0,3
59,1,1,0,0,914,0,0,0,139,8,0,3,0,8
37,4,1,2,0,2672,1,0,0,549,1,0,3,0,3
40,6,1,2,0,271,1,0,0,265,4,0,3,0,4
32,9,2,2,0,1100,1,1,0,67,1,0,3,0,2
32,4,1,2,0,1086,0,0,0,379,3,0,3,0,2
51,9,2,1,0,8538,1,0,0,126,2,0,3,0,6
31,1,1,1,0,-204,1,1,0,429,7,0,3,0,2
33,9,1,2,0,2586,0,0,0,117,3,0,3,0,3
37,9,2,1,0,4,0,0,0,933,1,0,3,1,3
59,5,1,0,1,-13,0,0,0,77,1,0,3,0,8
32,4,1,2,0,1208,0,0,0,221,3,0,3,0,2
30,9,2,2,0,4459,0,0,0,149,2,0,3,0,2
38,9,1,2,0,-3,0,0,0,148,3,0,3,0,4
52,0,1,1,0,7742,0,0,0,149,3,0,3,0,6
32,3,1,1,0,3832,0,0,0,80,3,0,3,0,2
37,4,1,2,0,825,1,0,0,214,5,0,3,0,3
34,9,2,1,0,4676,0,0,0,248,3,0,3,0,3
30,4,2,2,0,6493,0,0,0,132,5,0,3,0,2
33,9,2,2,0,443,0,0,0,240,5,0,3,0,3
32,9,2,2,0,543,0,0,0,385,3,0,3,0,2
30,4,1,2,0,1882,1,0,0,249,5,0,3,0,2
43,10,1,1,0,223,0,0,0,200,4,0,3,0,5
31,9,2,1,0,2,0,1,0,104,4,0,3,0,2
43,4,1,1,0,2411,1,0,0,124,7,0,3,0,5
31,4,1,2,0,3739,0,0,0,117,3,0,3,0,2
31,6,2,1,0,762,0,0,0,312,3,0,3,0,2
47,7,1,1,0,24,0,0,0,271,3,0,3,0,5
49,4,1,2,0,4594,0,0,0,157,3,0,3,0,6
32,4,2,2,0,1434,0,0,0,1144,3,0,3,0,2
30,9,2,2,0,290,0,0,0,485,5,0,3,0,2
56,7,0,1,0,476,0,0,0,67,7,0,3,0,7
59,9,1,1,0,478,0,0,0,108,5,0,3,0,8
47,5,1,1,0,-71,1,0,0,293,5,0,3,0,5
30,9,1,2,0,8351,0,0,0,345,3,0,3,0,2
50,1,1,0,0,0,0,0,0,72,5,0,3,0,6
42,4,1,2,0,1161,0,0,0,101,5,0,3,0,4
53,6,1,0,0,2639,0,0,0,304,4,0,3,0,7
51,1,1,0,0,541,0,0,0,663,3,0,3,1,6
43,4,1,2,0,8,0,0,0,95,4,0,3,0,5
36,9,0,1,0,487,0,1,0,268,3,0,3,0,3
31,9,1,1,0,30,0,0,1,133,5,0,3,0,2
55,11,1,1,0,1785,0,0,0,339,3,0,3,0,7
34,4,1,2,0,519,0,0,0,57,3,0,3,0,3
37,9,1,1,0,5287,1,1,0,209,2,0,3,0,3
40,4,0,2,0,3426,0,0,0,94,3,0,3,0,4
41,4,1,2,0,0,0,0,0,1242,5,0,3,1,4
59,5,1,2,0,1296,0,0,0,862,11,0,3,0,8
55,7,1,1,0,2120,0,0,0,236,3,0,3,0,7
39,9,1,1,0,3663,0,0,0,230,3,0,3,0,4
35,9,2,1,0,354,0,0,0,444,3,0,3,1,3
59,5,1,1,0,5219,0,0,0,239,3,0,3,0,8
48,1,1,0,0,719,0,1,0,418,5,0,3,1,6
46,9,0,2,0,0,1,0,0,249,5,0,3,0,5
50,6,1,1,0,111,0,0,0,277,3,0,3,0,6
38,7,2,1,0,9609,1,0,0,1687,9,0,3,0,4
57,1,1,1,0,14093,0,0,0,231,5,0,3,0,7
35,4,2,2,0,863,0,0,0,481,2,0,3,0,3
53,5,0,1,0,451,0,1,0,277,5,0,3,0,7
34,4,1,2,0,1054,0,0,0,101,3,0,3,0,3
44,9,0,1,0,12,0,0,0,295,3,0,3,0,5
30,9,2,1,0,3927,1,0,0,247,1,0,3,0,2
53,1,1,0,0,1301,0,0,0,164,1,0,3,0,7
58,5,1,1,0,11,0,0,0,270,1,0,3,0,8
34,4,1,2,0,828,0,1,0,1080,3,0,3,1,3
38,9,1,2,0,-267,0,0,0,220,1,0,3,0,4
34,4,1,2,0,2657,1,0,0,159,3,0,3,0,3
33,4,2,2,0,4782,1,0,0,217,1,0,3,0,3
50,4,1,2,0,412,1,1,0,40,5,0,3,0,6
56,11,1,3,0,15088,0,0,0,179,4,0,3,0,7
31,9,2,1,0,433,0,0,0,1504,2,0,3,0,2
50,4,1,2,0,1859,0,0,0,85,5,0,3,0,6
45,1,1,0,0,6753,0,0,0,48,9,0,3,0,5
34,9,2,2,0,1039,0,0,0,342,3,0,3,0,3
33,11,1,1,0,335,0,0,0,566,7,0,3,0,3
52,9,1,1,0,989,0,0,0,356,1,0,3,0,6
32,4,2,2,0,715,0,0,0,159,1,0,3,0,2
44,4,1,2,0,-61,0,0,0,1015,1,0,3,0,5
47,1,1,1,0,2787,0,0,0,479,1,0,3,1,5
40,9,1,1,0,1716,1,0,0,226,8,0,3,0,4
59,0,0,1,0,636,0,0,0,91,4,0,3,0,8
30,4,2,2,0,115,0,0,0,154,2,0,3,0,2
30,3,2,2,0,3362,0,0,0,101,2,0,3,0,2
50,9,0,1,0,3656,0,0,0,509,2,0,3,0,6
32,9,1,1,0,1568,0,0,0,161,6,0,3,0,2
46,10,1,1,0,2551,0,0,0,645,2,0,3,1,5
32,4,0,2,0,948,0,0,0,204,2,0,3,0,2
59,4,1,2,0,37,0,0,0,64,9,0,3,0,8
60,5,1,1,0,2722,0,0,0,506,2,0,3,1,8
57,5,1,0,0,-12,0,1,0,80,8,0,3,0,7
58,5,1,1,0,764,0,0,0,219,4,0,3,0,8
39,9,1,1,0,52,0,0,0,96,2,0,3,0,4
31,9,2,1,0,826,1,0,0,246,2,0,3,0,2
36,4,1,2,0,171,0,0,0,92,2,0,3,0,3
56,1,1,1,0,2395,0,0,0,150,2,0,3,0,7
51,0,1,1,0,1535,0,0,0,359,2,0,3,0,6
33,4,1,2,0,685,0,0,0,72,2,0,3,0,3
35,9,1,1,0,482,0,0,0,138,2,0,3,0,3
56,5,1,1,0,-113,1,1,0,614,2,0,3,0,7
44,6,1,0,0,4,0,0,0,327,2,0,3,0,5
49,1,0,0,0,1280,0,1,0,144,2,0,3,0,6
44,9,0,1,0,0,0,0,0,56,2,0,3,0,5
54,4,1,2,0,3020,0,0,0,106,2,0,3,0,7
33,4,0,2,0,-336,0,0,0,75,2,0,3,0,3
31,4,2,2,0,30,0,0,0,348,2,0,3,0,2
37,4,1,1,0,0,0,0,0,132,2,0,3,0,3
33,4,1,2,0,855,1,1,0,191,2,0,3,0,3
30,4,1,2,0,646,0,0,0,99,2,0,3,0,2
49,6,1,1,0,1103,0,0,0,428,2,0,3,0,6
31,4,2,2,0,123,0,0,0,82,2,0,3,0,2
33,9,1,2,0,980,0,0,0,172,2,0,3,0,3
48,4,2,2,0,5904,1,0,0,127,2,0,3,0,6
39,4,1,1,0,1880,0,0,0,768,2,0,3,1,4
30,4,0,2,0,317,0,0,0,72,2,0,3,0,2
46,2,1,1,0,-880,0,1,0,185,2,0,3,0,5
41,9,2,1,0,297,0,1,0,140,2,0,3,0,4
57,1,1,0,0,2112,0,0,0,1134,2,0,3,1,7
49,0,1,1,0,300,0,0,0,76,2,0,3,0,6
54,3,1,0,0,212,0,0,0,81,4,0,3,0,7
30,3,1,1,0,0,0,0,0,91,2,0,3,0,2
31,4,2,2,0,573,0,0,0,138,2,0,3,0,2
30,4,2,2,0,220,0,1,0,111,2,0,3,0,2
35,4,1,2,0,100,0,0,0,120,2,0,3,0,3
35,4,1,2,0,1383,0,0,0,143,2,0,3,0,3
58,4,1,2,0,5942,0,0,0,64,2,0,3,0,8
40,3,1,1,0,1050,0,0,0,117,2,0,3,0,4
31,4,1,2,0,1575,0,0,0,178,4,0,3,0,2
42,4,0,2,0,1622,1,0,0,158,2,0,3,0,4
42,9,2,1,1,0,0,1,0,51,4,0,3,0,4
46,10,1,1,0,3533,1,0,0,235,2,0,3,0,5
59,5,1,0,0,94,0,0,0,256,2,0,3,0,8
58,5,1,1,0,7560,0,0,0,364,2,0,3,0,8
32,4,0,2,0,874,0,0,0,1282,6,0,3,1,2
49,4,1,1,0,0,0,0,0,138,2,0,3,0,6
34,4,2,2,0,1009,1,0,0,68,2,0,3,0,3
33,9,2,1,0,827,1,0,0,58,4,0,3,0,3
30,4,2,2,0,74,0,0,0,96,5,0,3,0,2
39,3,1,0,0,562,0,0,0,234,2,0,3,0,4
34,1,1,1,0,172,0,0,0,237,2,0,3,0,3
32,4,2,2,0,100,0,0,0,181,2,0,3,0,2
52,4,1,2,0,0,0,0,0,106,2,0,3,0,6
58,9,1,1,0,1463,1,0,0,110,3,0,3,0,8
49,11,1,1,0,1269,0,0,0,117,9,0,3,0,6
36,4,2,2,0,419,0,0,0,122,2,0,3,0,3
30,4,2,2,0,67,0,0,0,52,2,0,3,0,2
36,9,1,1,0,1659,0,0,0,126,2,0,3,0,3
35,4,1,2,0,362,0,0,0,95,8,0,3,0,3
30,9,2,1,0,700,1,0,0,73,2,0,3,0,2
59,1,1,0,0,2192,0,0,0,365,2,0,3,0,8
37,4,2,2,0,553,0,0,0,63,2,0,3,0,3
30,4,2,1,0,1913,0,0,0,250,2,0,3,0,2
31,9,2,1,0,279,0,0,0,213,2,0,3,0,2
34,4,2,2,0,2757,1,0,0,126,2,0,3,0,3
56,5,1,2,0,3616,0,1,0,63,2,0,3,0,7
47,7,1,0,0,586,0,0,0,68,2,0,3,0,5
58,5,1,0,0,1472,0,0,0,74,2,0,3,0,8
30,4,2,1,0,24,0,0,0,29,4,0,3,0,2
37,9,2,1,0,353,1,0,0,147,2,0,3,0,3
50,1,1,1,0,418,0,1,0,867,2,0,3,0,6
54,9,1,1,0,-777,0,1,0,117,2,0,3,0,7
54,4,2,2,0,2419,1,0,0,139,2,0,3,0,7
32,4,2,2,0,2667,1,0,0,971,2,0,3,1,2
51,4,1,2,0,8304,0,0,0,105,2,0,3,0,6
40,4,1,2,0,12409,1,0,0,196,2,0,3,0,4
32,9,2,1,0,5,0,0,0,105,2,0,3,0,2
30,4,2,2,0,478,0,0,0,193,3,0,3,0,2
31,4,1,2,1,-253,0,0,0,220,4,0,3,0,2
30,9,2,2,0,8138,1,0,0,227,2,0,3,0,2
31,9,2,2,0,438,1,0,0,130,2,0,3,0,2
34,9,2,1,0,27,0,0,0,256,9,0,3,0,3
47,10,1,2,0,0,0,0,0,232,5,0,3,0,5
41,4,1,2,0,2781,1,0,0,95,2,0,3,0,4
30,4,2,2,0,443,1,1,0,80,2,0,3,0,2
55,4,0,2,0,277,0,0,0,101,3,0,3,0,7
38,4,0,2,0,554,0,0,0,138,4,0,3,0,4
41,4,1,2,0,557,1,1,0,148,4,0,3,0,4
36,10,0,1,0,871,0,0,0,396,3,0,3,1,3
45,1,1,0,0,328,1,0,0,174,4,0,3,0,5
52,0,1,1,0,2347,0,1,0,603,3,0,3,0,6
35,4,1,2,0,77,0,0,0,69,4,0,3,0,3
37,4,1,2,0,4044,0,0,0,87,4,0,3,0,3
54,0,1,1,0,19213,0,0,0,100,6,0,3,0,7
47,4,2,2,0,0,0,0,0,138,2,0,3,0,5
32,9,2,1,0,-114,0,0,0,155,2,0,3,0,2
53,0,1,1,0,8449,0,0,0,123,2,0,3,0,7
50,9,1,2,0,5907,1,1,0,338,2,0,3,0,6
33,9,2,1,0,2481,0,0,0,104,2,0,3,0,3
30,4,1,1,0,850,0,0,0,507,2,0,3,1,2
44,6,1,0,0,614,0,0,0,85,4,0,3,0,5
31,4,2,2,0,1836,1,0,0,177,2,0,3,0,2
30,4,2,2,0,1038,0,0,0,88,2,0,3,0,2
53,4,1,2,0,-1,0,0,0,150,2,0,3,0,7
35,9,1,1,0,1067,0,1,0,179,6,0,3,0,3
33,9,2,1,1,329,0,0,0,137,2,0,3,0,3
30,9,2,1,0,281,0,0,0,105,2,0,3,0,2
42,10,0,1,0,759,0,0,0,126,3,0,3,0,4
30,4,2,2,0,368,1,0,0,241,2,0,3,0,2
30,4,2,2,0,-672,0,0,0,130,2,0,3,0,2
43,4,1,2,0,-526,0,0,0,603,2,0,3,0,5
59,5,1,0,0,0,0,0,0,66,2,0,3,0,8
33,9,2,2,0,2024,0,0,0,109,2,0,3,0,3
33,9,1,1,0,3243,0,0,0,439,4,0,3,1,3
39,9,1,1,0,1986,0,0,0,217,6,0,3,0,4
34,4,2,2,0,2835,1,0,0,107,2,0,3,0,3
52,4,1,2,0,3508,0,0,0,252,2,0,3,0,6
54,4,1,2,0,11563,1,0,0,143,2,0,3,0,7
45,1,1,0,0,1951,0,0,0,73,2,0,3,0,5
52,3,1,3,0,544,0,0,0,254,2,0,3,0,6
33,4,1,2,0,1504,0,0,0,61,2,0,3,0,3
49,4,1,2,0,350,0,0,0,238,6,0,3,0,6
46,1,1,0,0,2269,1,0,0,73,2,0,3,0,5
35,4,2,2,0,53,0,1,0,80,4,0,3,0,3
